order_item_id,order_id,product_id,quantity,item_price
OI054593,O05459,P0123,2,49.37
OI054594,O05459,P0669,3,25.82
OI054600,O05460,P0827,3,123.32
OI054610,O05461,P0242,3,50.99
OI054620,O05462,P0045,1,16.91
OI054621,O05462,P0168,1,184.21
OI054622,O05462,P0124,1,128.45
OI054630,O05463,P0456,2,193.95
OI054631,O05463,P0198,2,162.83
OI054632,O05463,P0684,1,159.33
OI054640,O05464,P0104,1,55.54
OI054641,O05464,P0183,3,147.28
OI054642,O05464,P0757,3,183.43
OI054650,O05465,P0632,2,130.34
OI054651,O05465,P0733,3,19.91
OI054652,O05465,P0673,2,196.02
OI054653,O05465,P0772,2,152.41
OI054660,O05466,P0467,3,186.76
OI054661,O05466,P0326,3,137.6
OI054670,O05467,P0064,2,76.92
OI054671,O05467,P0784,3,131.5
OI054672,O05467,P0365,1,121.37
OI054673,O05467,P0547,3,30.34
OI054674,O05467,P0420,3,75.49
OI054680,O05468,P0837,1,151.12
OI054681,O05468,P0088,2,161.97
OI054682,O05468,P0866,2,37.64
OI054690,O05469,P0766,3,59.82
OI054691,O05469,P0826,1,114.57
OI054692,O05469,P0929,2,40.37
OI054693,O05469,P0735,3,123.47
OI054700,O05470,P0851,1,34.39
OI054701,O05470,P0909,1,138.66
OI054702,O05470,P0080,2,197.5
OI054703,O05470,P0109,2,33.62
OI054710,O05471,P0799,2,164.83
OI054711,O05471,P0113,3,26.52
OI054720,O05472,P0258,1,121.44
OI054721,O05472,P0529,2,135.52
OI054730,O05473,P0559,3,53.44
OI054731,O05473,P0447,3,46.19
OI054740,O05474,P0591,3,70.71
OI054741,O05474,P0005,1,127.49
OI054742,O05474,P0809,2,10.25
OI054743,O05474,P0947,2,59.75
OI054744,O05474,P0640,2,79.83
OI054750,O05475,P0953,2,60.69
OI054751,O05475,P0986,2,29.08
OI054760,O05476,P0436,2,197.58
OI054761,O05476,P0944,2,145.99
OI054770,O05477,P0350,1,104.31
OI054771,O05477,P0679,3,168.74
OI054772,O05477,P0639,3,193.91
OI054773,O05477,P0193,3,193.64
OI054780,O05478,P0943,1,114.07
OI054790,O05479,P0515,3,38.05
OI054791,O05479,P0944,3,145.99
OI054800,O05480,P0188,3,149.1
OI054801,O05480,P0876,1,175.35
OI054802,O05480,P0497,3,49.55
OI054803,O05480,P0936,1,144.57
OI054804,O05480,P0280,1,101.6
OI054810,O05481,P0333,1,95.3
OI054811,O05481,P0116,2,95.22
OI054812,O05481,P0882,3,156.72
OI054820,O05482,P0757,2,183.43
OI054821,O05482,P0987,3,49.65
OI054830,O05483,P0477,3,76.61
OI054831,O05483,P0689,2,15.82
OI054832,O05483,P0545,2,16.28
OI054840,O05484,P0912,2,198.99
OI054841,O05484,P0158,1,126.24
OI054842,O05484,P0433,1,10.47
OI054843,O05484,P0226,2,175.55
OI054850,O05485,P0546,1,153.51
OI054851,O05485,P0478,3,56.67
OI054852,O05485,P0591,2,70.71
OI054853,O05485,P0182,2,15.73
OI054860,O05486,P0961,3,87.96
OI054861,O05486,P0057,1,185.07
OI054862,O05486,P0184,3,33.06
OI054870,O05487,P0582,3,53.12
OI054871,O05487,P0983,3,98.4
OI054880,O05488,P0439,1,46.74
OI054881,O05488,P0515,2,38.05
OI054882,O05488,P0770,3,178.33
OI054890,O05489,P0549,2,140.29
OI054891,O05489,P0092,2,49.09
OI054900,O05490,P0606,3,75.13
OI054910,O05491,P0080,1,197.5
OI054911,O05491,P0652,3,127.07
OI054920,O05492,P0091,3,62.9
OI054921,O05492,P0269,1,19.99
OI054922,O05492,P0193,2,193.64
OI054923,O05492,P0148,3,134.83
OI054930,O05493,P0711,2,85.3
OI054931,O05493,P0231,1,108.77
OI054940,O05494,P0165,3,133.59
OI054950,O05495,P0351,1,38.65
OI054951,O05495,P0151,1,156.77
OI054952,O05495,P0269,1,19.99
OI054960,O05496,P0992,2,99.85
OI054961,O05496,P0673,2,196.02
OI054962,O05496,P0816,2,144.37
OI054970,O05497,P0225,3,29.39
OI054971,O05497,P0845,3,106.16
OI054980,O05498,P0131,1,113.13
OI054981,O05498,P0524,2,102.44
OI054982,O05498,P0105,3,172.84
OI054983,O05498,P0525,1,116.71
OI054990,O05499,P0906,2,53.72
OI054991,O05499,P1000,2,47.57
OI054992,O05499,P0157,1,163.95
OI055000,O05500,P0132,3,74.64
OI055001,O05500,P0070,1,144.97
OI055002,O05500,P0767,2,77.58
OI055003,O05500,P0285,1,55.82
OI055004,O05500,P0445,3,68.85
OI055010,O05501,P0377,1,190.46
OI055011,O05501,P0954,2,58.85
OI055012,O05501,P0979,2,105.19
OI055013,O05501,P0591,3,70.71
OI055020,O05502,P0749,3,121.49
OI055021,O05502,P0753,2,130.26
OI055022,O05502,P0824,1,55.25
OI055023,O05502,P0647,2,175.71
OI055030,O05503,P0142,1,105.46
OI055040,O05504,P0822,1,58.43
OI055041,O05504,P0709,1,151.68
OI055042,O05504,P0556,2,157.49
OI055050,O05505,P0924,1,15.72
OI055051,O05505,P0524,1,102.44
OI055052,O05505,P0615,2,186.47
OI055053,O05505,P0878,3,47.07
OI055054,O05505,P0331,3,165.98
OI055060,O05506,P0265,3,136.47
OI055061,O05506,P0210,3,62.62
OI055070,O05507,P0695,3,144.74
OI055071,O05507,P0112,1,129.08
OI055072,O05507,P0049,3,23.3
OI055073,O05507,P0618,2,21.83
OI055080,O05508,P0972,3,137.07
OI055081,O05508,P0051,3,98.75
OI055082,O05508,P0333,1,95.3
OI055083,O05508,P0086,3,100.37
OI055084,O05508,P0628,1,144.47
OI055090,O05509,P0932,3,174.19
OI055091,O05509,P0463,3,130.78
OI055092,O05509,P0019,2,176.27
OI055100,O05510,P0550,3,169.33
OI055101,O05510,P0762,1,155.59
OI055102,O05510,P0762,3,155.59
OI055103,O05510,P0858,2,87.32
OI055110,O05511,P0256,2,163.3
OI055120,O05512,P0285,2,55.82
OI055121,O05512,P0900,3,37.24
OI055122,O05512,P0130,2,199.65
OI055130,O05513,P0214,2,37.09
OI055131,O05513,P0360,1,139.34
OI055132,O05513,P0746,3,175.41
OI055140,O05514,P0545,2,16.28
OI055141,O05514,P0750,2,182.13
OI055142,O05514,P0678,1,137.99
OI055143,O05514,P0748,2,38.72
OI055150,O05515,P0135,1,170.04
OI055151,O05515,P0186,1,165.61
OI055152,O05515,P0841,3,93.24
OI055160,O05516,P0729,2,163.47
OI055161,O05516,P0794,3,69.54
OI055162,O05516,P0736,3,166.84
OI055163,O05516,P0523,2,80.13
OI055164,O05516,P0641,1,122.77
OI055170,O05517,P0363,2,49.7
OI055171,O05517,P0868,2,96.76
OI055172,O05517,P0232,2,49.95
OI055180,O05518,P0593,2,33.66
OI055181,O05518,P0338,3,185.09
OI055182,O05518,P0556,1,157.49
OI055183,O05518,P0515,3,38.05
OI055190,O05519,P0606,3,75.13
OI055191,O05519,P0436,1,197.58
OI055192,O05519,P0471,1,118.87
OI055193,O05519,P0840,3,154.95
OI055200,O05520,P0278,3,57.74
OI055201,O05520,P0674,2,174.36
OI055202,O05520,P0188,3,149.1
OI055203,O05520,P0068,2,122.97
OI055204,O05520,P0011,2,59.49
OI055210,O05521,P0722,1,93.67
OI055211,O05521,P0853,2,62.77
OI055212,O05521,P0531,3,184.74
OI055220,O05522,P0651,2,83.02
OI055221,O05522,P0644,3,18.36
OI055222,O05522,P0252,2,180.47
OI055230,O05523,P0665,1,61.14
OI055240,O05524,P0235,2,36.18
OI055250,O05525,P0227,1,123.13
OI055251,O05525,P0556,2,157.49
OI055252,O05525,P0195,3,130.82
OI055253,O05525,P0135,1,170.04
OI055254,O05525,P0681,3,70.22
OI055260,O05526,P0591,2,70.71
OI055261,O05526,P0372,1,159.78
OI055262,O05526,P0870,2,62.31
OI055270,O05527,P0190,1,187.23
OI055271,O05527,P0552,2,186.04
OI055272,O05527,P0263,2,156.57
OI055273,O05527,P0092,3,49.09
OI055274,O05527,P0409,3,78.59
OI055280,O05528,P0484,2,193.18
OI055281,O05528,P0786,2,191.12
OI055282,O05528,P0305,1,80.91
OI055283,O05528,P0543,2,36.34
OI055284,O05528,P0150,2,22.47
OI055290,O05529,P0761,1,137.48
OI055291,O05529,P0723,1,188.14
OI055292,O05529,P0259,2,16.32
OI055293,O05529,P0411,3,69.76
OI055294,O05529,P0041,1,18.59
OI055300,O05530,P0054,3,42.19
OI055301,O05530,P0612,1,185.39
OI055302,O05530,P0193,1,193.64
OI055310,O05531,P0986,2,29.08
OI055311,O05531,P0357,1,17.28
OI055312,O05531,P0121,3,15.25
OI055313,O05531,P0404,2,137.88
OI055320,O05532,P0811,2,178.56
OI055321,O05532,P0034,3,131.83
OI055330,O05533,P0877,3,90.29
OI055331,O05533,P0634,2,68.64
OI055340,O05534,P0875,3,28.09
OI055350,O05535,P0994,3,75.47
OI055360,O05536,P0940,3,122.59
OI055370,O05537,P0143,3,160.89
OI055380,O05538,P0479,1,55.61
OI055381,O05538,P0817,1,166.92
OI055382,O05538,P0998,3,56.97
OI055383,O05538,P0627,1,191.23
OI055390,O05539,P0718,1,78.02
OI055391,O05539,P0479,2,55.61
OI055392,O05539,P0721,2,125.63
OI055393,O05539,P0100,2,74.27
OI055394,O05539,P0026,1,16.26
OI055400,O05540,P0032,3,180.06
OI055401,O05540,P0496,1,139.62
OI055402,O05540,P0102,1,65.01
OI055403,O05540,P0369,1,190.94
OI055410,O05541,P0531,2,184.74
OI055411,O05541,P0759,1,180.63
OI055412,O05541,P0585,2,15.43
OI055420,O05542,P0732,3,67.31
OI055421,O05542,P0460,1,131.62
OI055422,O05542,P0382,1,63.28
OI055423,O05542,P0390,1,78.82
OI055430,O05543,P0325,3,135.36
OI055431,O05543,P0974,3,95.94
OI055432,O05543,P0879,3,23.0
OI055440,O05544,P0919,1,36.47
OI055441,O05544,P0402,3,12.08
OI055442,O05544,P0081,1,89.32
OI055450,O05545,P0282,3,11.75
OI055451,O05545,P0356,3,118.39
OI055452,O05545,P0208,1,93.85
OI055453,O05545,P0788,2,26.37
OI055460,O05546,P0422,2,48.3
OI055470,O05547,P0512,3,75.84
OI055471,O05547,P0345,2,41.98
OI055472,O05547,P0659,3,173.63
OI055480,O05548,P0822,2,58.43
OI055490,O05549,P0643,2,53.38
OI055491,O05549,P0414,2,38.02
OI055492,O05549,P0187,1,49.52
OI055493,O05549,P0020,2,30.72
OI055494,O05549,P0370,3,65.75
OI055500,O05550,P0601,1,100.27
OI055501,O05550,P0882,2,156.72
OI055502,O05550,P0077,1,169.17
OI055510,O05551,P0301,3,117.29
OI055511,O05551,P0777,1,20.41
OI055512,O05551,P0787,2,169.14
OI055513,O05551,P0957,1,141.86
OI055514,O05551,P0835,3,25.38
OI055520,O05552,P0636,1,152.93
OI055530,O05553,P0640,1,79.83
OI055540,O05554,P0333,2,95.3
OI055541,O05554,P0146,1,166.88
OI055542,O05554,P0856,1,37.6
OI055543,O05554,P0771,1,26.16
OI055550,O05555,P0510,1,197.06
OI055551,O05555,P0083,1,110.39
OI055552,O05555,P0084,3,125.59
OI055553,O05555,P0512,3,75.84
OI055560,O05556,P0432,2,113.25
OI055561,O05556,P0489,3,88.11
OI055562,O05556,P0227,3,123.13
OI055570,O05557,P0498,3,126.49
OI055571,O05557,P0644,3,18.36
OI055572,O05557,P0533,1,132.37
OI055573,O05557,P0518,3,48.93
OI055580,O05558,P0557,3,63.75
OI055581,O05558,P0163,3,31.09
OI055582,O05558,P0077,2,169.17
OI055590,O05559,P0901,2,124.81
OI055591,O05559,P0938,3,87.48
OI055592,O05559,P0788,1,26.37
OI055593,O05559,P0369,3,190.94
OI055600,O05560,P0759,3,180.63
OI055601,O05560,P0682,2,19.2
OI055610,O05561,P0073,1,41.48
OI055611,O05561,P0818,2,93.92
OI055612,O05561,P0086,2,100.37
OI055620,O05562,P0667,3,51.05
OI055630,O05563,P0068,1,122.97
OI055640,O05564,P0730,1,157.74
OI055641,O05564,P0695,1,144.74
OI055650,O05565,P0339,3,42.55
OI055651,O05565,P0317,2,192.14
OI055652,O05565,P0106,1,86.6
OI055653,O05565,P0852,2,110.93
OI055660,O05566,P0670,2,175.72
OI055670,O05567,P0630,3,26.64
OI055671,O05567,P0349,3,15.18
OI055672,O05567,P0797,1,117.41
OI055673,O05567,P0151,2,156.77
OI055680,O05568,P0564,3,75.36
OI055681,O05568,P0607,3,162.98
OI055690,O05569,P0595,2,89.08
OI055691,O05569,P0813,2,101.25
OI055692,O05569,P0643,2,53.38
OI055693,O05569,P0410,2,31.05
OI055700,O05570,P0423,3,144.65
OI055701,O05570,P0922,1,139.67
OI055702,O05570,P0656,2,73.0
OI055703,O05570,P0488,2,97.78
OI055710,O05571,P0271,1,139.3
OI055711,O05571,P0664,2,142.69
OI055712,O05571,P0092,1,49.09
OI055720,O05572,P0924,3,15.72
OI055721,O05572,P0842,1,172.02
OI055722,O05572,P0983,1,98.4
OI055723,O05572,P0273,1,74.51
OI055730,O05573,P0211,1,39.24
OI055731,O05573,P0884,1,94.3
OI055740,O05574,P0425,3,153.77
OI055741,O05574,P0054,1,42.19
OI055742,O05574,P0244,3,195.99
OI055743,O05574,P0619,1,125.89
OI055750,O05575,P0852,3,110.93
OI055751,O05575,P0306,3,42.56
OI055752,O05575,P0130,3,199.65
OI055753,O05575,P0770,1,178.33
OI055754,O05575,P0903,1,180.48
OI055760,O05576,P0046,2,146.44
OI055761,O05576,P0027,1,100.54
OI055770,O05577,P0061,2,39.15
OI055771,O05577,P0282,2,11.75
OI055772,O05577,P0354,1,12.81
OI055773,O05577,P0950,3,157.58
OI055774,O05577,P0819,3,117.9
OI055780,O05578,P0162,3,75.87
OI055781,O05578,P0341,2,142.92
OI055790,O05579,P0474,2,73.26
OI055791,O05579,P0173,3,102.37
OI055792,O05579,P0978,1,147.7
OI055793,O05579,P0003,1,193.88
OI055794,O05579,P0765,2,148.5
OI055800,O05580,P0815,3,176.95
OI055810,O05581,P0337,1,143.94
OI055811,O05581,P0186,1,165.61
OI055812,O05581,P0572,2,165.95
OI055820,O05582,P0086,2,100.37
OI055821,O05582,P0077,1,169.17
OI055822,O05582,P0882,3,156.72
OI055823,O05582,P0263,1,156.57
OI055824,O05582,P0770,1,178.33
OI055830,O05583,P0674,2,174.36
OI055831,O05583,P0141,2,194.03
OI055832,O05583,P0014,3,10.22
OI055840,O05584,P0563,2,181.68
OI055841,O05584,P0807,3,44.17
OI055842,O05584,P0942,3,155.39
OI055843,O05584,P0326,1,137.6
OI055844,O05584,P0185,2,76.1
OI055850,O05585,P0550,2,169.33
OI055860,O05586,P0523,2,80.13
OI055870,O05587,P0447,3,46.19
OI055871,O05587,P0202,1,23.91
OI055872,O05587,P0430,1,109.23
OI055873,O05587,P0270,2,134.38
OI055874,O05587,P0656,1,73.0
OI055880,O05588,P0471,2,118.87
OI055890,O05589,P0788,1,26.37
OI055891,O05589,P0812,2,40.54
OI055900,O05590,P0853,3,62.77
OI055901,O05590,P0032,3,180.06
OI055910,O05591,P0949,3,193.55
OI055911,O05591,P0288,1,153.42
OI055912,O05591,P0769,3,178.79
OI055913,O05591,P0979,3,105.19
OI055920,O05592,P0867,3,70.56
OI055921,O05592,P0413,3,62.27
OI055922,O05592,P0866,1,37.64
OI055923,O05592,P0508,2,75.07
OI055924,O05592,P0326,2,137.6
OI055930,O05593,P0249,1,36.73
OI055940,O05594,P0349,1,15.18
OI055941,O05594,P0024,1,161.61
OI055942,O05594,P0119,2,121.19
OI055950,O05595,P0045,3,16.91
OI055951,O05595,P0770,3,178.33
OI055952,O05595,P0381,1,69.17
OI055953,O05595,P0025,2,65.16
OI055960,O05596,P0534,2,106.29
OI055970,O05597,P0844,3,199.15
OI055971,O05597,P0039,1,73.18
OI055980,O05598,P0030,3,139.86
OI055981,O05598,P0132,2,74.64
OI055982,O05598,P0592,1,32.86
OI055983,O05598,P0404,3,137.88
OI055984,O05598,P0662,1,51.22
OI055990,O05599,P0569,2,105.42
OI055991,O05599,P0219,3,125.74
OI055992,O05599,P0148,1,134.83
OI055993,O05599,P0253,3,187.31
OI056000,O05600,P0772,1,152.41
OI056001,O05600,P0621,1,185.68
OI056002,O05600,P0022,2,48.61
OI056003,O05600,P0576,3,15.37
OI056010,O05601,P0663,1,192.76
OI056011,O05601,P0259,3,16.32
OI056020,O05602,P0952,2,151.28
OI056021,O05602,P0691,2,12.89
OI056022,O05602,P0383,3,115.37
OI056023,O05602,P0200,1,89.76
OI056030,O05603,P0324,1,75.2
OI056031,O05603,P0525,1,116.71
OI056040,O05604,P0748,2,38.72
OI056041,O05604,P0995,2,177.02
OI056050,O05605,P0704,2,21.85
OI056051,O05605,P0627,2,191.23
OI056052,O05605,P0053,1,181.84
OI056060,O05606,P0266,2,186.65
OI056061,O05606,P0343,2,189.73
OI056062,O05606,P0312,1,54.71
OI056063,O05606,P0373,1,33.91
OI056064,O05606,P0313,3,154.39
OI056070,O05607,P0133,2,165.44
OI056080,O05608,P0105,1,172.84
OI056081,O05608,P0602,3,78.4
OI056082,O05608,P0627,2,191.23
OI056083,O05608,P0402,1,12.08
OI056084,O05608,P0028,2,176.59
OI056090,O05609,P0958,1,144.61
OI056100,O05610,P0170,3,17.26
OI056101,O05610,P0564,1,75.36
OI056102,O05610,P0569,3,105.42
OI056103,O05610,P0995,3,177.02
OI056110,O05611,P0304,3,108.45
OI056120,O05612,P0066,3,35.15
OI056121,O05612,P0398,2,185.48
OI056130,O05613,P0162,2,75.87
OI056131,O05613,P0618,1,21.83
OI056140,O05614,P0559,2,53.44
OI056141,O05614,P0881,3,149.76
OI056142,O05614,P0257,3,161.16
OI056150,O05615,P0705,3,83.7
OI056151,O05615,P0860,2,135.11
OI056160,O05616,P0456,1,193.95
OI056161,O05616,P0489,3,88.11
OI056162,O05616,P0167,2,192.11
OI056163,O05616,P0362,2,108.09
OI056164,O05616,P0691,3,12.89
OI056170,O05617,P0250,3,30.04
OI056180,O05618,P0051,2,98.75
OI056181,O05618,P0019,1,176.27
OI056190,O05619,P0864,1,179.91
OI056191,O05619,P0303,3,150.58
OI056200,O05620,P0508,1,75.07
OI056210,O05621,P0871,1,76.46
OI056220,O05622,P0239,3,102.88
OI056221,O05622,P0708,2,12.0
OI056222,O05622,P0202,1,23.91
OI056223,O05622,P0440,3,142.78
OI056224,O05622,P0216,3,10.35
OI056230,O05623,P0560,1,184.01
OI056231,O05623,P0907,1,172.81
OI056232,O05623,P0499,1,119.57
OI056233,O05623,P0165,3,133.59
OI056234,O05623,P0290,2,34.34
OI056240,O05624,P0762,2,155.59
OI056241,O05624,P0393,3,57.35
OI056242,O05624,P0927,3,40.87
OI056250,O05625,P0920,1,90.53
OI056251,O05625,P0372,1,159.78
OI056252,O05625,P0444,3,181.35
OI056253,O05625,P0864,3,179.91
OI056254,O05625,P0717,3,12.56
OI056260,O05626,P0741,3,192.84
OI056261,O05626,P0316,3,78.14
OI056262,O05626,P0811,2,178.56
OI056270,O05627,P0527,1,14.9
OI056271,O05627,P0474,2,73.26
OI056272,O05627,P0031,1,62.37
OI056273,O05627,P0786,2,191.12
OI056280,O05628,P0377,3,190.46
OI056281,O05628,P0493,2,176.66
OI056290,O05629,P0735,1,123.47
OI056291,O05629,P0711,1,85.3
OI056300,O05630,P0853,2,62.77
OI056301,O05630,P0728,3,60.38
OI056310,O05631,P0847,1,165.17
OI056311,O05631,P0920,1,90.53
OI056312,O05631,P0563,1,181.68
OI056313,O05631,P0286,1,88.66
OI056320,O05632,P0520,1,42.04
OI056321,O05632,P0022,2,48.61
OI056330,O05633,P0344,3,151.13
OI056331,O05633,P0555,1,54.01
OI056340,O05634,P0346,2,29.7
OI056341,O05634,P0452,1,25.29
OI056342,O05634,P0147,1,125.41
OI056350,O05635,P0506,2,162.49
OI056351,O05635,P0567,1,98.32
OI056360,O05636,P0140,2,162.12
OI056361,O05636,P0546,3,153.51
OI056362,O05636,P0198,3,162.83
OI056363,O05636,P0845,2,106.16
OI056370,O05637,P0814,1,168.29
OI056371,O05637,P0294,2,124.89
OI056380,O05638,P0680,1,24.47
OI056381,O05638,P0792,2,114.74
OI056382,O05638,P0365,1,121.37
OI056383,O05638,P0891,1,27.26
OI056390,O05639,P0056,2,75.04
OI056391,O05639,P0612,2,185.39
OI056392,O05639,P0102,1,65.01
OI056400,O05640,P0914,2,16.74
OI056401,O05640,P0977,2,12.82
OI056402,O05640,P0477,3,76.61
OI056410,O05641,P0014,3,10.22
OI056411,O05641,P0724,3,76.31
OI056420,O05642,P0188,2,149.1
OI056421,O05642,P0666,2,195.03
OI056430,O05643,P0524,3,102.44
OI056440,O05644,P0749,3,121.49
OI056441,O05644,P0158,1,126.24
OI056442,O05644,P0858,3,87.32
OI056443,O05644,P0219,2,125.74
OI056450,O05645,P0141,2,194.03
OI056451,O05645,P0422,1,48.3
OI056452,O05645,P0925,1,26.39
OI056453,O05645,P0604,3,45.65
OI056460,O05646,P0116,3,95.22
OI056470,O05647,P0309,2,39.5
OI056480,O05648,P0701,3,139.43
OI056481,O05648,P0578,1,166.09
OI056482,O05648,P0107,3,30.64
OI056483,O05648,P0196,1,29.49
OI056490,O05649,P0835,2,25.38
OI056491,O05649,P0320,2,59.24
OI056492,O05649,P0807,3,44.17
OI056493,O05649,P0285,3,55.82
OI056494,O05649,P0224,2,179.21
OI056500,O05650,P0392,2,143.02
OI056501,O05650,P0855,1,176.43
OI056502,O05650,P0088,1,161.97
OI056510,O05651,P0252,2,180.47
OI056511,O05651,P0342,3,169.63
OI056520,O05652,P0430,1,109.23
OI056521,O05652,P0433,3,10.47
OI056522,O05652,P0873,1,114.95
OI056530,O05653,P0882,2,156.72
OI056531,O05653,P0377,2,190.46
OI056532,O05653,P0830,3,112.76
OI056540,O05654,P0843,3,189.75
OI056541,O05654,P0792,1,114.74
OI056542,O05654,P0773,2,88.36
OI056543,O05654,P0176,1,158.09
OI056550,O05655,P0971,2,67.26
OI056551,O05655,P0799,2,164.83
OI056552,O05655,P0728,2,60.38
OI056553,O05655,P0851,1,34.39
OI056560,O05656,P0537,3,60.41
OI056561,O05656,P0879,1,23.0
OI056570,O05657,P0683,2,108.15
OI056571,O05657,P0928,1,166.27
OI056572,O05657,P0600,2,52.56
OI056573,O05657,P0936,1,144.57
OI056574,O05657,P0513,2,68.17
OI056580,O05658,P0534,1,106.29
OI056581,O05658,P0319,1,101.37
OI056582,O05658,P0880,1,81.47
OI056590,O05659,P0370,1,65.75
OI056591,O05659,P0435,3,73.8
OI056600,O05660,P0920,1,90.53
OI056601,O05660,P0087,2,25.46
OI056602,O05660,P0119,3,121.19
OI056603,O05660,P0344,2,151.13
OI056610,O05661,P0609,1,46.49
OI056611,O05661,P0285,3,55.82
OI056620,O05662,P0994,1,75.47
OI056621,O05662,P0978,3,147.7
OI056622,O05662,P0577,2,82.71
OI056623,O05662,P0748,3,38.72
OI056624,O05662,P0797,1,117.41
OI056630,O05663,P0424,3,187.75
OI056640,O05664,P0456,2,193.95
OI056641,O05664,P0631,3,176.04
OI056642,O05664,P0672,2,162.64
OI056643,O05664,P0981,3,21.58
OI056644,O05664,P0724,2,76.31
OI056650,O05665,P0084,2,125.59
OI056651,O05665,P0653,3,166.65
OI056660,O05666,P0748,2,38.72
OI056661,O05666,P0505,2,146.12
OI056662,O05666,P0872,2,121.84
OI056663,O05666,P0114,2,152.48
OI056664,O05666,P0565,1,186.63
OI056670,O05667,P0111,2,140.55
OI056680,O05668,P0401,2,72.27
OI056681,O05668,P0323,3,69.88
OI056682,O05668,P0247,3,127.97
OI056683,O05668,P0030,3,139.86
OI056684,O05668,P0315,1,127.04
OI056690,O05669,P0852,2,110.93
OI056700,O05670,P0883,1,38.87
OI056701,O05670,P0335,1,87.64
OI056710,O05671,P0984,2,41.88
OI056711,O05671,P0579,1,25.5
OI056712,O05671,P0030,3,139.86
OI056713,O05671,P0326,1,137.6
OI056720,O05672,P0327,1,118.98
OI056730,O05673,P0598,1,14.54
OI056731,O05673,P0570,2,108.4
OI056740,O05674,P0761,1,137.48
OI056741,O05674,P0758,3,24.8
OI056742,O05674,P0731,1,100.41
OI056743,O05674,P0934,1,28.14
OI056750,O05675,P0031,1,62.37
OI056751,O05675,P0623,2,46.51
OI056760,O05676,P0807,3,44.17
OI056770,O05677,P0840,1,154.95
OI056771,O05677,P0950,2,157.58
OI056780,O05678,P0463,2,130.78
OI056781,O05678,P0714,2,141.69
OI056782,O05678,P0673,1,196.02
OI056783,O05678,P0479,3,55.61
OI056784,O05678,P0382,3,63.28
OI056790,O05679,P0486,2,148.89
OI056791,O05679,P0281,3,18.46
OI056792,O05679,P0532,3,117.34
OI056793,O05679,P0456,2,193.95
OI056800,O05680,P0705,2,83.7
OI056801,O05680,P0251,3,82.98
OI056802,O05680,P0028,3,176.59
OI056803,O05680,P0050,1,76.56
OI056804,O05680,P0809,2,10.25
OI056810,O05681,P0436,2,197.58
OI056811,O05681,P0818,2,93.92
OI056812,O05681,P0393,2,57.35
OI056820,O05682,P0079,3,195.93
OI056821,O05682,P0778,1,37.63
OI056822,O05682,P0052,2,197.76
OI056823,O05682,P0292,2,180.93
OI056830,O05683,P0322,3,82.98
OI056831,O05683,P0141,2,194.03
OI056832,O05683,P0140,1,162.12
OI056833,O05683,P0316,3,78.14
OI056840,O05684,P0414,1,38.02
OI056841,O05684,P0356,1,118.39
OI056842,O05684,P0963,2,183.3
OI056843,O05684,P0008,1,72.74
OI056844,O05684,P0076,2,177.94
OI056850,O05685,P0384,2,144.06
OI056851,O05685,P0736,3,166.84
OI056860,O05686,P0643,3,53.38
OI056861,O05686,P0989,3,169.02
OI056870,O05687,P0614,2,127.36
OI056871,O05687,P0626,3,37.85
OI056872,O05687,P0906,1,53.72
OI056873,O05687,P0386,3,159.08
OI056874,O05687,P0718,3,78.02
OI056880,O05688,P0350,1,104.31
OI056881,O05688,P0806,1,118.28
OI056882,O05688,P0020,2,30.72
OI056883,O05688,P0567,3,98.32
OI056884,O05688,P0385,3,170.5
OI056890,O05689,P0001,1,154.01
OI056900,O05690,P0375,3,157.94
OI056901,O05690,P0442,3,78.0
OI056910,O05691,P0783,2,109.46
OI056911,O05691,P0598,2,14.54
OI056912,O05691,P0780,2,167.85
OI056913,O05691,P0856,3,37.6
OI056914,O05691,P0561,2,194.81
OI056920,O05692,P0713,2,154.71
OI056921,O05692,P0700,3,56.24
OI056922,O05692,P0665,2,61.14
OI056923,O05692,P0863,2,160.44
OI056930,O05693,P0753,3,130.26
OI056931,O05693,P0512,2,75.84
OI056940,O05694,P0594,2,43.95
OI056941,O05694,P0569,3,105.42
OI056942,O05694,P0095,1,134.52
OI056943,O05694,P0753,1,130.26
OI056950,O05695,P0012,3,184.04
OI056951,O05695,P0252,2,180.47
OI056952,O05695,P0218,2,156.04
OI056953,O05695,P0040,2,158.79
OI056960,O05696,P0926,3,121.31
OI056961,O05696,P0440,2,142.78
OI056962,O05696,P0137,3,108.14
OI056963,O05696,P0060,3,77.86
OI056970,O05697,P0221,1,113.31
OI056980,O05698,P0683,2,108.15
OI056981,O05698,P0827,3,123.32
OI056982,O05698,P0294,3,124.89
OI056983,O05698,P0045,3,16.91
OI056990,O05699,P0459,1,142.24
OI057000,O05700,P0484,3,193.18
OI057001,O05700,P0466,3,83.44
OI057002,O05700,P0011,1,59.49
OI057003,O05700,P0277,3,175.29
OI057004,O05700,P0244,1,195.99
OI057010,O05701,P0105,1,172.84
OI057011,O05701,P0728,3,60.38
OI057012,O05701,P0106,1,86.6
OI057020,O05702,P0407,1,166.18
OI057021,O05702,P0485,1,37.4
OI057022,O05702,P0768,2,11.53
OI057023,O05702,P0413,2,62.27
OI057024,O05702,P0216,3,10.35
OI057030,O05703,P0237,2,116.33
OI057031,O05703,P0562,3,198.68
OI057032,O05703,P0487,3,185.67
