return_id,order_id,product_id,return_date,reason
R03042,O04059,P0681,2023-12-02,Wrong item
R03043,O04059,P0322,2023-11-25,Wrong item
R03044,O04059,P0380,2023-12-07,Late delivery
R03045,O04059,P0615,2023-11-28,Damaged item
R03046,O04064,P0156,2024-02-20,Wrong item
R03047,O04064,P0435,2024-02-21,No longer needed
R03048,O04064,P0802,2024-02-13,Damaged item
R03049,O04064,P0762,2024-02-20,Late delivery
R03050,O04064,P0726,2024-02-14,Damaged item
R03051,O04071,P0015,2024-12-10,Wrong item
R03052,O04071,P0121,2024-11-30,Late delivery
R03053,O04071,P0658,2024-12-13,Late delivery
R03054,O04071,P0038,2024-12-05,Damaged item
R03055,O04071,P0069,2024-12-11,Wrong item
R03056,O04072,P0127,2023-11-01,Damaged item
R03057,O04080,P0282,2024-07-23,No longer needed
R03058,O04080,P0302,2024-07-26,Damaged item
R03059,O04085,P0533,2024-04-17,Damaged item
R03060,O04085,P0056,2024-04-10,Wrong item
R03061,O04085,P0336,2024-04-07,No longer needed
R03062,O04087,P0462,2023-11-23,Late delivery
R03063,O04087,P0595,2023-11-18,Wrong item
R03064,O04093,P0379,2024-04-09,Late delivery
R03065,O04093,P0296,2024-04-05,Damaged item
R03066,O04093,P0846,2024-04-07,Wrong item
R03067,O04093,P0605,2024-04-18,No longer needed
R03068,O04099,P0910,2024-10-18,No longer needed
R03069,O04099,P0564,2024-10-23,No longer needed
R03070,O04099,P0940,2024-10-22,Damaged item
R03071,O04099,P0570,2024-10-23,Late delivery
R03072,O04099,P0836,2024-10-25,Damaged item
R03073,O04100,P0466,2023-11-10,No longer needed
R03074,O04100,P0470,2023-11-15,No longer needed
R03075,O04100,P0934,2023-11-20,Late delivery
R03076,O04100,P0004,2023-11-10,Late delivery
R03077,O04101,P0748,2024-09-22,Late delivery
R03078,O04101,P0361,2024-09-30,No longer needed
R03079,O04101,P0314,2024-09-27,Wrong item
R03080,O04114,P0609,2024-12-13,Wrong item
R03081,O04114,P0972,2024-12-13,Damaged item
R03082,O04117,P0635,2024-03-11,Late delivery
R03083,O04118,P0435,2024-03-09,Damaged item
R03084,O04118,P0699,2024-03-10,Damaged item
R03085,O04118,P0945,2024-03-11,Damaged item
R03086,O04125,P0085,2023-12-24,No longer needed
R03087,O04125,P0640,2023-12-26,No longer needed
R03088,O04126,P0070,2024-11-21,Wrong item
R03089,O04126,P0360,2024-11-21,Damaged item
R03090,O04126,P0977,2024-11-17,Late delivery
R03091,O04133,P0937,2025-02-15,No longer needed
R03092,O04139,P0475,2023-09-24,Late delivery
R03093,O04139,P0120,2023-09-22,Damaged item
R03094,O04139,P0358,2023-09-28,Wrong item
R03095,O04139,P0878,2023-09-30,No longer needed
R03096,O04139,P0089,2023-09-25,Damaged item
R03097,O04141,P0230,2023-08-05,Late delivery
R03098,O04141,P0011,2023-08-09,Wrong item
R03099,O04144,P0091,2023-12-08,Wrong item
R03100,O04149,P0401,2023-08-07,Wrong item
R03101,O04149,P0453,2023-08-04,Damaged item
R03102,O04154,P0320,2025-04-06,Wrong item
R03103,O04154,P0151,2025-03-29,Late delivery
R03104,O04154,P0541,2025-03-25,Wrong item
R03105,O04154,P0055,2025-04-06,Damaged item
R03106,O04156,P0833,2023-04-22,Wrong item
R03107,O04156,P0703,2023-04-28,Damaged item
R03108,O04159,P0334,2024-10-02,Late delivery
R03109,O04159,P0821,2024-10-09,Late delivery
R03110,O04159,P0862,2024-10-07,No longer needed
R03111,O04161,P0593,2023-12-17,Late delivery
R03112,O04169,P0674,2023-10-20,Damaged item
R03113,O04169,P0878,2023-10-16,Late delivery
R03114,O04169,P0787,2023-10-09,Wrong item
R03115,O04169,P0663,2023-10-19,Damaged item
R03116,O04171,P0188,2025-04-07,Wrong item
R03117,O04171,P0473,2025-04-07,Wrong item
R03118,O04171,P0092,2025-04-04,Damaged item
R03119,O04171,P0687,2025-03-26,No longer needed
R03120,O04171,P0111,2025-04-08,Wrong item
R03121,O04175,P0443,2025-02-08,Wrong item
R03122,O04175,P0377,2025-02-05,Damaged item
R03123,O04175,P0212,2025-02-08,Damaged item
R03124,O04175,P0329,2025-02-03,No longer needed
R03125,O04189,P0264,2023-09-13,Wrong item
R03126,O04189,P0927,2023-09-20,Late delivery
R03127,O04191,P0769,2024-10-17,No longer needed
R03128,O04191,P0304,2024-10-27,Damaged item
R03129,O04191,P0394,2024-10-24,No longer needed
R03130,O04191,P0006,2024-10-20,Wrong item
R03131,O04191,P0988,2024-10-19,Wrong item
R03132,O04194,P0784,2025-01-18,Late delivery
R03133,O04194,P0344,2025-01-14,Damaged item
R03134,O04194,P0107,2025-01-16,No longer needed
R03135,O04194,P0611,2025-01-14,Damaged item
R03136,O04198,P0114,2023-08-12,Late delivery
R03137,O04198,P0477,2023-08-15,No longer needed
R03138,O04198,P0828,2023-08-15,No longer needed
R03139,O04198,P0002,2023-08-18,Late delivery
R03140,O04198,P0474,2023-08-14,Late delivery
R03141,O04206,P0423,2024-07-30,No longer needed
R03142,O04206,P0689,2024-08-06,Damaged item
R03143,O04208,P0286,2024-08-21,Wrong item
R03144,O04215,P0346,2023-05-17,No longer needed
R03145,O04221,P0854,2023-10-19,Late delivery
R03146,O04226,P0221,2024-06-29,Late delivery
R03147,O04226,P0137,2024-06-24,No longer needed
R03148,O04226,P0301,2024-06-27,Damaged item
R03149,O04226,P0923,2024-06-21,Wrong item
R03150,O04228,P0484,2023-12-01,Late delivery
R03151,O04233,P0212,2024-10-08,No longer needed
R03152,O04233,P0023,2024-09-28,Wrong item
R03153,O04233,P0824,2024-09-28,Wrong item
R03154,O04235,P0613,2024-01-11,No longer needed
R03155,O04235,P0393,2024-01-21,No longer needed
R03156,O04235,P0615,2024-01-16,Wrong item
R03157,O04250,P0310,2025-02-17,Damaged item
R03158,O04250,P0015,2025-02-12,Wrong item
R03159,O04257,P0441,2024-02-05,Late delivery
R03160,O04257,P0010,2024-02-07,No longer needed
R03161,O04257,P0597,2024-02-09,No longer needed
R03162,O04257,P0067,2024-02-09,Late delivery
R03163,O04261,P0645,2023-12-25,No longer needed
R03164,O04261,P0982,2023-12-29,No longer needed
R03165,O04261,P0250,2023-12-28,Damaged item
R03166,O04267,P0994,2024-05-11,Late delivery
R03167,O04267,P0302,2024-05-06,Late delivery
R03168,O04267,P0403,2024-05-04,Wrong item
R03169,O04267,P0441,2024-05-12,Late delivery
R03170,O04267,P0905,2024-05-11,Damaged item
R03171,O04276,P0916,2024-04-10,Wrong item
R03172,O04276,P0418,2024-04-16,No longer needed
R03173,O04279,P0299,2024-08-31,Late delivery
R03174,O04286,P0766,2024-10-28,No longer needed
R03175,O04286,P0323,2024-11-02,Late delivery
R03176,O04286,P0010,2024-10-27,Wrong item
R03177,O04290,P0042,2023-04-20,Late delivery
R03178,O04290,P0902,2023-04-23,Late delivery
R03179,O04293,P0424,2023-09-18,Wrong item
R03180,O04293,P0310,2023-09-10,Damaged item
R03181,O04293,P0265,2023-09-09,No longer needed
R03182,O04299,P0575,2024-07-21,Damaged item
R03183,O04299,P0994,2024-07-27,No longer needed
R03184,O04302,P0932,2023-10-23,Wrong item
R03185,O04302,P0054,2023-10-23,No longer needed
R03186,O04302,P0101,2023-10-16,Wrong item
R03187,O04302,P0862,2023-10-20,Late delivery
R03188,O04302,P0496,2023-10-10,Damaged item
R03189,O04304,P0793,2024-06-26,Wrong item
R03190,O04304,P0704,2024-07-09,Damaged item
R03191,O04304,P0152,2024-07-05,Wrong item
R03192,O04304,P0591,2024-06-26,Wrong item
R03193,O04304,P0787,2024-07-08,Damaged item
R03194,O04308,P0233,2023-06-26,No longer needed
R03195,O04308,P0771,2023-06-21,Wrong item
R03196,O04308,P0256,2023-06-25,Damaged item
R03197,O04308,P0779,2023-06-26,Wrong item
R03198,O04308,P0401,2023-06-27,Wrong item
R03199,O04314,P0359,2024-12-30,Late delivery
R03200,O04314,P0695,2025-01-03,No longer needed
R03201,O04324,P0590,2024-02-26,No longer needed
R03202,O04327,P0967,2024-10-26,Wrong item
R03203,O04329,P0459,2024-06-10,Wrong item
R03204,O04329,P0602,2024-06-10,Damaged item
R03205,O04329,P0758,2024-05-31,Late delivery
R03206,O04329,P0496,2024-06-01,Late delivery
R03207,O04330,P0991,2024-10-19,Damaged item
R03208,O04330,P0204,2024-10-23,Damaged item
R03209,O04330,P0890,2024-10-21,Wrong item
R03210,O04330,P0763,2024-10-17,No longer needed
R03211,O04330,P0841,2024-10-19,Wrong item
R03212,O04331,P0599,2023-09-26,No longer needed
R03213,O04331,P0518,2023-09-24,Wrong item
R03214,O04331,P0603,2023-09-16,No longer needed
R03215,O04332,P0776,2024-11-08,Late delivery
R03216,O04332,P0163,2024-10-28,Wrong item
R03217,O04332,P0138,2024-10-28,Late delivery
R03218,O04335,P0773,2024-11-02,Wrong item
R03219,O04335,P0445,2024-10-30,Damaged item
R03220,O04336,P0979,2023-08-16,Damaged item
R03221,O04336,P0664,2023-08-26,No longer needed
R03222,O04336,P0634,2023-08-27,Late delivery
R03223,O04338,P0725,2023-06-15,Late delivery
R03224,O04338,P0465,2023-06-19,No longer needed
R03225,O04338,P0081,2023-06-14,Late delivery
R03226,O04342,P0292,2024-09-02,Late delivery
R03227,O04342,P0700,2024-08-31,Wrong item
R03228,O04342,P0163,2024-09-11,Wrong item
R03229,O04342,P0023,2024-09-09,Late delivery
R03230,O04342,P0940,2024-09-11,Late delivery
R03231,O04344,P0964,2023-08-14,Wrong item
R03232,O04345,P0073,2024-11-14,No longer needed
R03233,O04345,P0001,2024-11-06,Late delivery
R03234,O04345,P0754,2024-11-08,Late delivery
R03235,O04345,P0879,2024-11-01,No longer needed
R03236,O04345,P0856,2024-11-10,Damaged item
R03237,O04347,P0086,2024-05-29,Damaged item
R03238,O04348,P0671,2024-01-30,Late delivery
R03239,O04348,P0734,2024-01-30,No longer needed
R03240,O04348,P0820,2024-02-07,Wrong item
R03241,O04348,P0068,2024-01-28,No longer needed
R03242,O04348,P0488,2024-02-01,Late delivery
R03243,O04357,P0871,2025-01-12,Wrong item
R03244,O04358,P0465,2025-01-16,Wrong item
R03245,O04358,P0907,2025-01-15,Late delivery
R03246,O04358,P0491,2025-01-16,Damaged item
R03247,O04358,P0132,2025-01-17,No longer needed
R03248,O04359,P0530,2023-09-30,No longer needed
R03249,O04359,P0889,2023-10-03,No longer needed
R03250,O04359,P0249,2023-10-04,No longer needed
R03251,O04359,P0962,2023-10-02,Wrong item
R03252,O04363,P0617,2024-09-18,Damaged item
R03253,O04367,P0349,2024-10-11,Damaged item
R03254,O04367,P0041,2024-10-03,Damaged item
R03255,O04370,P0029,2023-07-16,Wrong item
R03256,O04372,P0383,2024-12-10,No longer needed
R03257,O04372,P0568,2024-12-15,Late delivery
R03258,O04372,P0626,2024-12-14,Late delivery
R03259,O04380,P0586,2024-04-16,Wrong item
R03260,O04380,P0975,2024-04-25,Wrong item
R03261,O04380,P0980,2024-04-17,Damaged item
R03262,O04380,P0070,2024-04-18,Wrong item
R03263,O04380,P0633,2024-04-19,Late delivery
R03264,O04382,P0055,2024-08-18,Damaged item
R03265,O04383,P0552,2024-02-01,No longer needed
R03266,O04383,P0511,2024-01-28,Late delivery
R03267,O04383,P0945,2024-01-25,Damaged item
R03268,O04383,P0092,2024-01-27,Wrong item
R03269,O04390,P0904,2024-07-25,No longer needed
R03270,O04390,P0315,2024-07-24,Wrong item
R03271,O04390,P0582,2024-08-05,Late delivery
R03272,O04390,P0958,2024-07-25,Damaged item
R03273,O04390,P0733,2024-07-31,Late delivery
R03274,O04391,P0539,2023-08-31,Late delivery
R03275,O04398,P0103,2024-01-06,Damaged item
R03276,O04398,P0530,2024-01-05,Damaged item
R03277,O04398,P0783,2023-12-31,Damaged item
R03278,O04398,P0214,2024-01-10,No longer needed
R03279,O04401,P0336,2024-07-14,Wrong item
R03280,O04403,P0750,2023-06-11,Wrong item
R03281,O04403,P0573,2023-06-06,Wrong item
R03282,O04403,P0551,2023-06-03,Wrong item
R03283,O04406,P0148,2025-02-03,No longer needed
R03284,O04406,P0826,2025-02-04,Damaged item
R03285,O04406,P0318,2025-02-07,Late delivery
R03286,O04407,P0369,2024-02-05,Damaged item
R03287,O04407,P0658,2024-01-30,No longer needed
R03288,O04407,P0663,2024-01-31,No longer needed
R03289,O04407,P0772,2024-01-31,Damaged item
R03290,O04408,P0773,2024-08-27,Late delivery
R03291,O04408,P0700,2024-08-29,Damaged item
R03292,O04408,P0817,2024-08-30,Late delivery
R03293,O04409,P0279,2025-02-17,No longer needed
R03294,O04409,P0172,2025-02-19,No longer needed
R03295,O04409,P0461,2025-02-17,Damaged item
R03296,O04409,P0111,2025-02-23,No longer needed
R03297,O04412,P0468,2023-09-20,Damaged item
R03298,O04412,P0212,2023-09-17,Damaged item
R03299,O04412,P0989,2023-09-23,Late delivery
R03300,O04414,P0993,2024-07-16,Damaged item
R03301,O04416,P0954,2023-11-05,No longer needed
R03302,O04416,P0610,2023-11-05,Late delivery
R03303,O04416,P0711,2023-10-30,Damaged item
R03304,O04419,P0907,2023-05-28,Damaged item
R03305,O04419,P0017,2023-06-09,Wrong item
R03306,O04419,P0539,2023-06-05,No longer needed
R03307,O04419,P0206,2023-05-29,No longer needed
R03308,O04430,P0623,2025-02-26,Damaged item
R03309,O04430,P0661,2025-03-02,Wrong item
R03310,O04433,P0256,2023-09-19,Wrong item
R03311,O04433,P0727,2023-09-10,Wrong item
R03312,O04433,P0393,2023-09-17,No longer needed
R03313,O04433,P0507,2023-09-12,Wrong item
R03314,O04433,P0647,2023-09-13,Wrong item
R03315,O04434,P0373,2023-08-03,Damaged item
R03316,O04439,P0212,2024-11-16,No longer needed
R03317,O04439,P0564,2024-11-18,Damaged item
R03318,O04439,P0190,2024-11-24,Wrong item
R03319,O04439,P0282,2024-11-21,Wrong item
R03320,O04439,P0079,2024-11-16,Late delivery
R03321,O04440,P0159,2023-08-19,Late delivery
R03322,O04440,P0990,2023-08-12,Wrong item
R03323,O04444,P0635,2023-12-09,No longer needed
R03324,O04444,P0338,2023-12-13,No longer needed
R03325,O04444,P0433,2023-12-15,No longer needed
R03326,O04444,P0665,2023-12-03,Damaged item
R03327,O04447,P0754,2025-01-30,Damaged item
R03328,O04447,P0379,2025-02-02,Wrong item
R03329,O04450,P0527,2023-05-25,No longer needed
R03330,O04450,P0939,2023-05-29,No longer needed
R03331,O04450,P0107,2023-05-25,Wrong item
R03332,O04451,P0384,2024-10-22,Wrong item
R03333,O04451,P0263,2024-10-12,No longer needed
R03334,O04451,P0182,2024-10-12,Late delivery
R03335,O04451,P0771,2024-10-21,Late delivery
R03336,O04454,P0553,2024-04-24,No longer needed
R03337,O04454,P0958,2024-04-18,Late delivery
R03338,O04454,P0649,2024-04-19,Damaged item
R03339,O04454,P0907,2024-04-14,Late delivery
R03340,O04455,P0294,2025-01-05,No longer needed
R03341,O04455,P0856,2024-12-31,Wrong item
R03342,O04455,P0302,2025-01-07,Wrong item
R03343,O04455,P0408,2025-01-07,Late delivery
R03344,O04467,P0124,2024-01-15,Late delivery
R03345,O04467,P0929,2024-01-26,Damaged item
R03346,O04467,P0342,2024-01-28,No longer needed
R03347,O04467,P0004,2024-01-26,Damaged item
R03348,O04484,P0020,2025-03-31,No longer needed
R03349,O04484,P0792,2025-04-04,Wrong item
R03350,O04485,P0048,2023-07-08,No longer needed
R03351,O04486,P0636,2024-02-12,No longer needed
R03352,O04486,P0996,2024-02-08,No longer needed
R03353,O04489,P0863,2023-12-18,No longer needed
R03354,O04489,P0049,2023-12-20,No longer needed
R03355,O04489,P0349,2023-12-20,Damaged item
R03356,O04489,P0849,2023-12-22,Wrong item
R03357,O04489,P0907,2023-12-19,Wrong item
R03358,O04490,P0840,2023-11-29,Wrong item
R03359,O04490,P0738,2023-12-05,Damaged item
R03360,O04490,P0769,2023-12-03,Damaged item
R03361,O04490,P0611,2023-12-06,Late delivery
R03362,O04492,P0575,2024-10-24,Damaged item
R03363,O04492,P0589,2024-10-27,Late delivery
R03364,O04492,P0875,2024-10-22,Late delivery
R03365,O04492,P0006,2024-10-23,Damaged item
R03366,O04492,P0709,2024-10-21,Damaged item
R03367,O04494,P0921,2024-08-26,Wrong item
R03368,O04494,P0746,2024-09-01,Damaged item
R03369,O04496,P0951,2024-11-20,Wrong item
R03370,O04496,P0255,2024-11-27,Late delivery
R03371,O04496,P0748,2024-11-17,Damaged item
R03372,O04496,P0029,2024-11-23,Damaged item
R03373,O04496,P0493,2024-11-18,No longer needed
R03374,O04497,P0393,2023-04-27,Damaged item
R03375,O04499,P0170,2024-07-20,Late delivery
R03376,O04499,P0357,2024-07-14,Late delivery
R03377,O04500,P0428,2024-12-31,Damaged item
R03378,O04506,P0123,2023-09-01,No longer needed
R03379,O04506,P0496,2023-09-11,No longer needed
R03380,O04506,P0150,2023-09-02,Wrong item
R03381,O04506,P0918,2023-09-04,Late delivery
R03382,O04506,P0481,2023-09-02,Damaged item
R03383,O04507,P0041,2023-10-29,Wrong item
R03384,O04507,P0029,2023-10-21,Damaged item
R03385,O04507,P0665,2023-10-27,No longer needed
R03386,O04507,P0118,2023-11-01,Wrong item
R03387,O04508,P0244,2023-09-09,Late delivery
R03388,O04508,P0803,2023-09-08,No longer needed
R03389,O04508,P0249,2023-09-12,No longer needed
R03390,O04508,P0764,2023-09-10,Damaged item
R03391,O04508,P0481,2023-09-06,Late delivery
R03392,O04510,P0265,2023-09-21,Damaged item
R03393,O04510,P0694,2023-09-17,Wrong item
R03394,O04510,P0089,2023-09-17,Damaged item
R03395,O04510,P0776,2023-09-19,Wrong item
R03396,O04510,P0570,2023-09-17,No longer needed
R03397,O04514,P0120,2024-03-22,No longer needed
R03398,O04517,P0909,2025-01-06,No longer needed
R03399,O04517,P0741,2025-01-12,No longer needed
R03400,O04517,P0028,2025-01-07,No longer needed
R03401,O04517,P0299,2025-01-09,Late delivery
R03402,O04517,P0983,2025-01-01,Damaged item
R03403,O04518,P0257,2024-03-28,No longer needed
R03404,O04518,P0031,2024-03-25,No longer needed
R03405,O04518,P0102,2024-03-26,Damaged item
R03406,O04518,P0808,2024-03-27,No longer needed
R03407,O04522,P0566,2023-12-23,Late delivery
R03408,O04527,P0120,2024-09-17,Late delivery
R03409,O04527,P0223,2024-09-10,No longer needed
R03410,O04527,P0570,2024-09-15,Damaged item
R03411,O04527,P0102,2024-09-13,Damaged item
R03412,O04527,P0217,2024-09-08,Late delivery
R03413,O04535,P0989,2023-09-21,No longer needed
R03414,O04535,P0129,2023-09-13,No longer needed
R03415,O04535,P0213,2023-09-14,Late delivery
R03416,O04535,P0396,2023-09-18,Wrong item
R03417,O04537,P0337,2024-08-09,No longer needed
R03418,O04537,P0377,2024-07-28,Wrong item
R03419,O04537,P0578,2024-08-03,Late delivery
R03420,O04543,P0217,2023-06-12,Late delivery
R03421,O04543,P0775,2023-06-09,Wrong item
R03422,O04543,P0659,2023-06-09,No longer needed
R03423,O04543,P0246,2023-06-13,No longer needed
R03424,O04543,P0644,2023-06-08,No longer needed
R03425,O04550,P0522,2023-12-30,No longer needed
R03426,O04554,P0499,2024-03-14,Wrong item
R03427,O04554,P0989,2024-03-16,Late delivery
R03428,O04554,P0677,2024-03-16,Damaged item
R03429,O04567,P0299,2024-04-26,Damaged item
R03430,O04567,P0079,2024-04-27,Damaged item
R03431,O04567,P0721,2024-04-26,Late delivery
R03432,O04567,P0198,2024-04-25,Wrong item
R03433,O04567,P0907,2024-05-06,Late delivery
R03434,O04570,P0248,2025-02-24,No longer needed
R03435,O04570,P0140,2025-02-21,No longer needed
R03436,O04570,P0561,2025-02-11,Damaged item
R03437,O04574,P0794,2023-05-17,Wrong item
R03438,O04574,P0752,2023-05-21,Damaged item
R03439,O04574,P0806,2023-05-16,Late delivery
R03440,O04574,P0201,2023-05-28,Wrong item
R03441,O04578,P0281,2024-05-16,Wrong item
R03442,O04578,P0231,2024-05-05,Wrong item
R03443,O04579,P0777,2024-12-20,Late delivery
R03444,O04579,P0951,2024-12-16,Late delivery
R03445,O04579,P0308,2024-12-09,Wrong item
R03446,O04580,P0007,2024-02-23,Damaged item
R03447,O04588,P0003,2024-10-19,Damaged item
R03448,O04588,P0258,2024-10-21,Late delivery
R03449,O04596,P0760,2025-02-10,Damaged item
R03450,O04596,P0515,2025-02-11,Damaged item
R03451,O04598,P0573,2023-05-12,Wrong item
R03452,O04598,P0540,2023-05-15,Damaged item
R03453,O04601,P0391,2024-11-08,Late delivery
R03454,O04601,P0244,2024-11-15,Late delivery
R03455,O04610,P0888,2023-11-18,Wrong item
R03456,O04610,P0955,2023-11-19,No longer needed
R03457,O04610,P0640,2023-11-28,Wrong item
R03458,O04613,P0114,2025-02-02,Damaged item
R03459,O04613,P0664,2025-02-04,No longer needed
R03460,O04614,P0476,2024-08-10,Late delivery
R03461,O04614,P0209,2024-08-14,Damaged item
R03462,O04614,P0642,2024-08-13,No longer needed
R03463,O04614,P0265,2024-08-12,Late delivery
R03464,O04617,P0025,2024-11-22,Late delivery
R03465,O04617,P0992,2024-11-20,Damaged item
R03466,O04617,P0109,2024-11-21,Late delivery
R03467,O04617,P0259,2024-11-23,Late delivery
R03468,O04619,P0064,2024-02-10,No longer needed
R03469,O04619,P0574,2024-02-17,Wrong item
R03470,O04628,P0816,2023-06-01,Damaged item
R03471,O04628,P0830,2023-05-30,Late delivery
R03472,O04628,P0750,2023-06-07,No longer needed
R03473,O04628,P0488,2023-06-09,Damaged item
R03474,O04628,P0316,2023-06-08,Late delivery
R03475,O04630,P0964,2025-02-11,Wrong item
R03476,O04645,P0117,2025-03-17,No longer needed
R03477,O04645,P0810,2025-03-18,Wrong item
R03478,O04645,P0106,2025-03-14,No longer needed
R03479,O04645,P0469,2025-03-19,Late delivery
R03480,O04645,P0095,2025-03-11,Late delivery
R03481,O04650,P0111,2023-11-12,Late delivery
R03482,O04650,P0525,2023-11-12,Late delivery
R03483,O04650,P0015,2023-10-30,Damaged item
R03484,O04650,P0215,2023-11-11,Damaged item
R03485,O04650,P0299,2023-11-08,Late delivery
R03486,O04652,P0594,2025-02-27,No longer needed
R03487,O04652,P0843,2025-02-27,Late delivery
R03488,O04652,P0740,2025-02-27,Late delivery
R03489,O04652,P0848,2025-03-03,Late delivery
R03490,O04653,P0633,2023-12-05,Late delivery
R03491,O04653,P0501,2023-12-13,Late delivery
R03492,O04653,P0665,2023-12-06,Damaged item
R03493,O04653,P0955,2023-12-02,No longer needed
R03494,O04667,P0270,2024-02-01,Wrong item
R03495,O04667,P0463,2024-02-08,No longer needed
R03496,O04667,P0512,2024-02-11,Damaged item
R03497,O04667,P0129,2024-02-05,Wrong item
R03498,O04667,P0115,2024-02-01,No longer needed
R03499,O04669,P0659,2024-05-28,Wrong item
R03500,O04677,P0993,2024-04-13,No longer needed
R03501,O04677,P0194,2024-04-07,No longer needed
R03502,O04678,P0864,2025-02-15,No longer needed
R03503,O04681,P0200,2023-11-17,No longer needed
R03504,O04681,P0209,2023-11-13,Late delivery
R03505,O04682,P0013,2025-01-12,Damaged item
R03506,O04682,P0670,2025-01-16,Damaged item
R03507,O04682,P0515,2025-01-19,No longer needed
R03508,O04682,P0539,2025-01-17,Damaged item
R03509,O04682,P0723,2025-01-10,Late delivery
R03510,O04687,P0729,2024-08-30,No longer needed
R03511,O04688,P0138,2025-04-17,Late delivery
R03512,O04688,P0568,2025-04-04,Wrong item
R03513,O04688,P0860,2025-04-15,Wrong item
R03514,O04688,P0479,2025-04-15,Late delivery
R03515,O04688,P0117,2025-04-10,Wrong item
R03516,O04703,P0387,2024-10-07,No longer needed
R03517,O04703,P0587,2024-10-14,No longer needed
R03518,O04703,P0697,2024-10-04,Late delivery
R03519,O04703,P0928,2024-10-05,Wrong item
R03520,O04703,P0715,2024-10-09,Wrong item
R03521,O04709,P0653,2023-07-02,Wrong item
R03522,O04709,P0801,2023-07-04,Damaged item
R03523,O04710,P0392,2023-09-16,Wrong item
R03524,O04710,P0405,2023-09-25,Damaged item
R03525,O04715,P0546,2024-08-23,Wrong item
R03526,O04715,P0064,2024-08-29,Wrong item
R03527,O04733,P0887,2023-12-10,Damaged item
R03528,O04734,P0228,2025-02-20,Late delivery
R03529,O04734,P0938,2025-02-28,Damaged item
R03530,O04734,P0823,2025-03-01,No longer needed
R03531,O04734,P0034,2025-02-19,Late delivery
R03532,O04734,P0086,2025-02-19,Late delivery
R03533,O04738,P0896,2024-11-02,Wrong item
R03534,O04738,P0653,2024-11-02,Damaged item
R03535,O04740,P0652,2024-10-21,Late delivery
R03536,O04740,P0166,2024-10-11,Damaged item
R03537,O04740,P0678,2024-10-23,No longer needed
R03538,O04745,P0523,2025-03-25,Late delivery
R03539,O04745,P0471,2025-03-29,Late delivery
R03540,O04745,P0116,2025-04-01,Late delivery
R03541,O04745,P0539,2025-03-29,Wrong item
R03542,O04745,P0699,2025-04-05,Wrong item
R03543,O04752,P0322,2024-10-22,Wrong item
R03544,O04757,P0800,2023-06-20,Wrong item
R03545,O04757,P0617,2023-06-14,Wrong item
R03546,O04757,P0047,2023-06-11,Late delivery
R03547,O04757,P0920,2023-06-14,Late delivery
R03548,O04759,P0286,2024-10-14,No longer needed
R03549,O04759,P0640,2024-10-11,No longer needed
R03550,O04759,P0089,2024-10-01,Late delivery
R03551,O04759,P0318,2024-10-08,Damaged item
R03552,O04765,P0750,2023-07-09,Late delivery
R03553,O04765,P0493,2023-07-16,Damaged item
R03554,O04765,P0559,2023-07-19,Late delivery
R03555,O04769,P0413,2025-02-15,No longer needed
R03556,O04772,P0119,2023-10-19,No longer needed
R03557,O04772,P0570,2023-10-18,Damaged item
R03558,O04772,P0256,2023-10-17,Wrong item
R03559,O04772,P0575,2023-10-11,Damaged item
R03560,O04772,P0102,2023-10-17,Late delivery
R03561,O04774,P0595,2024-03-31,Late delivery
R03562,O04774,P0978,2024-04-03,Late delivery
R03563,O04774,P0751,2024-04-08,Late delivery
R03564,O04774,P0820,2024-03-26,Late delivery
R03565,O04774,P0046,2024-04-08,Wrong item
R03566,O04778,P0640,2025-03-29,Damaged item
R03567,O04778,P0755,2025-03-30,No longer needed
R03568,O04778,P0414,2025-03-22,No longer needed
R03569,O04778,P0012,2025-03-22,Wrong item
R03570,O04778,P0346,2025-03-25,Late delivery
R03571,O04785,P0861,2024-07-06,Damaged item
R03572,O04785,P0876,2024-07-06,Wrong item
R03573,O04785,P0608,2024-06-25,No longer needed
R03574,O04785,P0351,2024-07-07,No longer needed
R03575,O04785,P0645,2024-07-08,Late delivery
R03576,O04786,P0021,2025-01-19,Late delivery
R03577,O04786,P0058,2025-01-22,Late delivery
R03578,O04786,P0827,2025-01-15,No longer needed
R03579,O04787,P0273,2023-07-14,Late delivery
R03580,O04794,P0718,2024-12-25,Damaged item
R03581,O04794,P0810,2024-12-22,Wrong item
R03582,O04794,P0279,2024-12-23,Late delivery
R03583,O04798,P0383,2023-06-26,No longer needed
R03584,O04798,P0290,2023-06-18,Wrong item
R03585,O04798,P0429,2023-06-18,Wrong item
R03586,O04807,P0454,2025-03-24,Damaged item
R03587,O04807,P0449,2025-03-19,Wrong item
R03588,O04807,P0068,2025-03-28,Late delivery
R03589,O04807,P0519,2025-03-24,Wrong item
R03590,O04807,P0905,2025-03-17,No longer needed
R03591,O04809,P0942,2025-01-09,Late delivery
R03592,O04819,P0666,2023-09-30,Damaged item
R03593,O04819,P0664,2023-09-30,No longer needed
R03594,O04819,P0187,2023-10-02,Damaged item
R03595,O04819,P0467,2023-09-25,Wrong item
R03596,O04819,P0436,2023-09-25,No longer needed
R03597,O04820,P0119,2024-02-10,Wrong item
R03598,O04820,P0893,2024-02-04,Damaged item
R03599,O04820,P0333,2024-02-06,No longer needed
R03600,O04820,P0668,2024-02-02,Late delivery
