order_id,customer_id,order_date,total_amount,status
O03029,C02436,2023-07-07,97.08,Returned
O03030,C01282,2023-09-01,199.43,Cancelled
O03031,C03131,2023-09-20,1028.51,Returned
O03032,C01883,2025-03-19,725.88,Returned
O03033,C04564,2023-06-24,574.25,Shipped
O03034,C04087,2024-08-07,49.52,Shipped
O03035,C01533,2024-06-22,1340.15,Shipped
O03036,C01076,2025-03-20,722.89,Returned
O03037,C03289,2025-01-20,606.85,Cancelled
O03038,C00689,2023-05-24,1065.13,Returned
O03039,C01393,2024-10-02,1215.49,Returned
O03040,C03356,2024-11-20,1186.34,Shipped
O03041,C04626,2024-01-22,370.02,Cancelled
O03042,C02823,2023-10-24,407.47,Delivered
O03043,C04966,2024-02-06,1207.48,Shipped
O03044,C01619,2024-05-14,654.62,Delivered
O03045,C02845,2024-12-26,652.17,Shipped
O03046,C01377,2024-05-20,26.46,Returned
O03047,C03320,2024-03-21,242.38,Shipped
O03048,C03551,2024-01-09,138.48,Shipped
O03049,C00345,2024-05-14,347.68,Returned
O03050,C03308,2025-01-24,914.47,Cancelled
O03051,C02383,2024-02-02,133.32,Shipped
O03052,C04470,2024-12-06,327.12,Cancelled
O03053,C04188,2025-03-12,530.7,Cancelled
O03054,C02965,2023-05-25,1550.54,Cancelled
O03055,C02291,2024-04-14,638.74,Returned
O03056,C04429,2024-04-07,1368.4,Shipped
O03057,C03889,2025-04-03,949.92,Cancelled
O03058,C02239,2024-10-27,886.31,Cancelled
O03059,C00156,2024-09-25,287.07,Cancelled
O03060,C03746,2023-11-04,763.92,Cancelled
O03061,C02481,2023-05-13,227.28,Returned
O03062,C03272,2023-08-16,902.73,Returned
O03063,C02977,2024-03-12,397.11,Returned
O03064,C02070,2023-06-04,230.66,Cancelled
O03065,C04198,2024-09-04,427.6,Delivered
O03066,C01275,2024-02-29,899.07,Returned
O03067,C03465,2025-03-02,453.79,Cancelled
O03068,C00855,2023-11-17,962.17,Delivered
O03069,C03328,2023-09-28,379.65,Shipped
O03070,C03076,2024-07-15,1255.3,Cancelled
O03071,C04122,2024-06-02,1132.67,Shipped
O03072,C01791,2023-05-11,953.64,Delivered
O03073,C03782,2025-02-16,1718.93,Delivered
O03074,C03668,2023-09-25,372.8,Cancelled
O03075,C00724,2023-06-28,188.55,Returned
O03076,C01687,2025-03-31,124.4,Cancelled
O03077,C00861,2024-09-07,532.55,Cancelled
O03078,C02122,2024-10-07,811.04,Cancelled
O03079,C04466,2023-05-24,225.12,Delivered
O03080,C03689,2024-11-26,716.71,Shipped
O03081,C00248,2023-06-21,210.87,Delivered
O03082,C01500,2023-06-15,49.77,Shipped
O03083,C02823,2023-08-20,236.56,Returned
O03084,C01681,2023-04-15,647.45,Returned
O03085,C02532,2024-05-14,287.44,Cancelled
O03086,C03736,2024-05-04,481.68,Returned
O03087,C01820,2023-12-23,818.53,Returned
O03088,C04530,2023-08-21,714.77,Cancelled
O03089,C01102,2023-07-22,1147.21,Returned
O03090,C04543,2024-03-31,803.7,Cancelled
O03091,C03305,2023-12-08,50.47,Returned
O03092,C02621,2024-08-09,1019.42,Returned
O03093,C00346,2025-01-06,240.97,Shipped
O03094,C04629,2025-03-23,1013.05,Cancelled
O03095,C04060,2023-12-16,363.57,Shipped
O03096,C00855,2024-01-31,1152.73,Shipped
O03097,C03293,2023-10-22,1031.15,Shipped
O03098,C02735,2024-03-29,759.78,Cancelled
O03099,C00494,2025-03-02,1576.75,Returned
O03100,C04414,2023-11-07,588.03,Cancelled
O03101,C02393,2024-05-05,397.85,Returned
O03102,C04174,2023-06-25,159.08,Returned
O03103,C03454,2023-04-28,487.88,Delivered
O03104,C00250,2024-10-07,47.07,Delivered
O03105,C01248,2024-02-27,642.68,Cancelled
O03106,C03960,2024-11-26,724.74,Returned
O03107,C04763,2024-11-17,459.87,Returned
O03108,C01749,2024-06-08,312.82,Shipped
O03109,C03001,2023-12-23,955.81,Cancelled
O03110,C01757,2024-02-05,470.19,Shipped
O03111,C00512,2023-11-06,1324.17,Returned
O03112,C02237,2023-08-09,212.13,Cancelled
O03113,C03177,2025-03-15,657.33,Cancelled
O03114,C02306,2023-11-27,292.79,Shipped
O03115,C02519,2023-10-02,310.45,Cancelled
O03116,C00524,2024-05-12,495.21,Cancelled
O03117,C02588,2025-03-05,375.55,Cancelled
O03118,C03372,2024-07-22,692.64,Returned
O03119,C01611,2024-02-22,406.75,Delivered
O03120,C01887,2024-10-26,751.5,Cancelled
O03121,C04564,2023-04-15,526.59,Cancelled
O03122,C04609,2024-11-26,549.79,Shipped
O03123,C03840,2024-08-22,999.61,Cancelled
O03124,C04750,2023-07-15,675.88,Delivered
O03125,C04695,2023-04-19,449.69,Delivered
O03126,C02831,2023-05-14,569.89,Returned
O03127,C04490,2023-10-08,470.2,Shipped
O03128,C02715,2024-06-30,60.08,Returned
O03129,C00810,2023-06-13,437.26,Cancelled
O03130,C02732,2023-08-27,449.12,Cancelled
O03131,C04503,2023-06-18,1118.12,Delivered
O03132,C02149,2024-02-09,1068.68,Returned
O03133,C02476,2024-05-11,470.54,Cancelled
O03134,C01634,2024-01-08,708.44,Shipped
O03135,C04981,2024-12-17,370.01,Cancelled
O03136,C03108,2024-09-04,93.48,Delivered
O03137,C04686,2025-02-25,416.3,Shipped
O03138,C00488,2023-05-14,994.22,Shipped
O03139,C01415,2023-08-15,358.03,Returned
O03140,C00544,2024-09-05,641.63,Shipped
O03141,C00783,2025-01-29,77.86,Cancelled
O03142,C01368,2024-02-11,1161.72,Returned
O03143,C02365,2024-03-01,589.57,Delivered
O03144,C01199,2024-09-01,253.53,Shipped
O03145,C00196,2023-12-05,578.46,Delivered
O03146,C00255,2024-11-23,812.44,Delivered
O03147,C00030,2024-09-06,1326.7,Delivered
O03148,C00919,2023-05-18,1276.76,Delivered
O03149,C04088,2023-07-30,453.39,Returned
O03150,C03966,2025-03-30,1346.17,Returned
O03151,C02455,2024-07-28,269.94,Shipped
O03152,C04862,2024-08-31,252.98,Cancelled
O03153,C01557,2023-10-03,731.09,Cancelled
O03154,C02904,2024-12-27,422.29,Shipped
O03155,C00548,2023-06-10,444.64,Shipped
O03156,C01989,2023-06-15,110.93,Delivered
O03157,C02266,2024-09-11,572.77,Delivered
O03158,C00543,2025-03-16,231.79,Shipped
O03159,C00621,2024-07-28,569.52,Returned
O03160,C02909,2024-09-23,347.87,Cancelled
O03161,C01066,2023-08-11,169.63,Cancelled
O03162,C02356,2023-06-17,1251.14,Returned
O03163,C03418,2024-10-18,401.02,Delivered
O03164,C01541,2024-09-03,561.8,Shipped
O03165,C03626,2024-06-07,800.33,Delivered
O03166,C03886,2023-10-07,852.11,Shipped
O03167,C01054,2024-03-31,219.0,Delivered
O03168,C02287,2025-02-15,961.64,Cancelled
O03169,C03842,2024-02-26,788.49,Returned
O03170,C00031,2024-11-03,188.14,Cancelled
O03171,C00834,2024-09-19,641.27,Returned
O03172,C04254,2025-03-16,823.9,Returned
O03173,C02697,2025-02-03,298.98,Returned
O03174,C04762,2023-06-22,1047.24,Shipped
O03175,C02746,2024-12-22,1230.09,Shipped
O03176,C02276,2023-12-19,568.15,Shipped
O03177,C01955,2024-04-02,872.54,Cancelled
O03178,C01589,2024-11-15,492.4,Returned
O03179,C04554,2023-05-16,700.73,Cancelled
O03180,C02492,2024-09-20,579.74,Cancelled
O03181,C03314,2024-04-26,180.06,Cancelled
O03182,C03841,2024-12-13,892.01,Returned
O03183,C04438,2025-01-15,536.86,Returned
O03184,C03848,2023-06-02,987.57,Returned
O03185,C03240,2023-07-13,1776.51,Cancelled
O03186,C02550,2024-03-24,818.09,Returned
O03187,C02976,2023-05-13,355.2,Returned
O03188,C00771,2024-11-13,434.79,Delivered
O03189,C04295,2024-03-31,697.41,Delivered
O03190,C04405,2024-11-30,624.92,Shipped
O03191,C03590,2024-07-27,994.78,Cancelled
O03192,C02488,2023-06-10,251.2,Cancelled
O03193,C02773,2024-06-16,349.35,Returned
O03194,C01390,2024-01-09,312.91,Delivered
O03195,C02010,2023-08-23,118.87,Shipped
O03196,C02352,2025-02-07,270.9,Shipped
O03197,C00761,2024-09-17,607.7,Cancelled
O03198,C01173,2024-06-21,207.01,Cancelled
O03199,C01009,2023-10-28,206.84,Returned
O03200,C04542,2024-07-21,322.63,Cancelled
O03201,C00897,2024-03-26,200.9,Returned
O03202,C02437,2023-06-03,962.45,Returned
O03203,C04448,2023-09-19,375.71,Cancelled
O03204,C04591,2024-03-29,398.34,Cancelled
O03205,C00392,2024-05-18,680.5,Cancelled
O03206,C02649,2025-01-27,689.35,Cancelled
O03207,C03976,2023-10-11,558.14,Shipped
O03208,C04611,2025-03-16,939.96,Cancelled
O03209,C00228,2023-05-22,656.85,Cancelled
O03210,C04347,2024-12-03,715.13,Returned
O03211,C01026,2024-11-10,445.42,Shipped
O03212,C01350,2024-09-03,407.96,Returned
O03213,C03200,2024-05-09,693.46,Delivered
O03214,C02505,2024-08-28,1021.88,Delivered
O03215,C01883,2024-03-09,226.47,Shipped
O03216,C00465,2024-04-19,403.14,Delivered
O03217,C01949,2025-03-02,252.54,Cancelled
O03218,C02420,2023-06-17,73.54,Delivered
O03219,C03153,2023-07-13,408.39,Delivered
O03220,C03098,2023-09-16,102.27,Delivered
O03221,C01409,2023-07-23,1767.09,Shipped
O03222,C03513,2023-04-23,295.2,Shipped
O03223,C04102,2024-11-26,1261.25,Cancelled
O03224,C02450,2025-03-13,1051.48,Delivered
O03225,C04150,2024-08-01,611.45,Delivered
O03226,C03062,2024-04-13,632.83,Returned
O03227,C04467,2024-08-14,1135.31,Returned
O03228,C00635,2023-09-14,895.79,Delivered
O03229,C03757,2024-03-13,342.92,Delivered
O03230,C04748,2023-08-05,903.25,Returned
O03231,C01162,2025-03-21,956.67,Returned
O03232,C02785,2024-04-30,702.63,Cancelled
O03233,C02464,2024-03-05,146.29,Delivered
O03234,C01730,2023-05-31,1065.79,Delivered
O03235,C04709,2024-01-07,388.0,Shipped
O03236,C04041,2023-05-24,507.03,Delivered
O03237,C01279,2024-10-17,304.82,Cancelled
O03238,C02559,2023-12-19,393.48,Cancelled
O03239,C04104,2023-09-17,361.5,Shipped
O03240,C02883,2023-04-30,957.67,Shipped
O03241,C02509,2023-11-12,484.41,Returned
O03242,C01541,2024-04-04,657.37,Shipped
O03243,C04509,2025-03-28,588.45,Cancelled
O03244,C04156,2023-12-18,560.57,Delivered
O03245,C02903,2024-02-16,271.2,Cancelled
O03246,C00117,2024-01-30,237.01,Cancelled
O03247,C01980,2023-08-06,784.27,Returned
O03248,C02413,2024-11-06,695.86,Shipped
O03249,C01793,2024-10-29,287.27,Shipped
O03250,C02231,2023-08-13,862.68,Returned
O03251,C04415,2023-07-25,744.04,Shipped
O03252,C00963,2023-06-07,497.06,Shipped
O03253,C02840,2023-05-31,239.94,Cancelled
O03254,C03054,2025-04-06,1046.97,Delivered
O03255,C03230,2024-01-10,382.08,Returned
O03256,C04629,2024-08-19,897.3,Returned
O03257,C03346,2025-02-05,318.49,Cancelled
O03258,C01099,2023-05-31,181.84,Shipped
O03259,C01547,2024-11-22,114.96,Returned
O03260,C00871,2024-11-12,887.44,Delivered
O03261,C03330,2024-09-11,498.95,Returned
O03262,C04000,2023-05-13,245.18,Delivered
O03263,C04690,2024-11-23,745.53,Cancelled
O03264,C00393,2024-10-09,331.41,Delivered
O03265,C03566,2025-03-14,811.84,Returned
O03266,C00856,2024-05-22,964.46,Delivered
O03267,C04355,2024-11-02,26.37,Returned
O03268,C02899,2024-10-30,705.85,Cancelled
O03269,C04900,2024-11-01,967.83,Cancelled
O03270,C03417,2024-05-27,659.63,Delivered
O03271,C02463,2023-11-08,147.77,Delivered
O03272,C01935,2024-05-07,97.5,Cancelled
O03273,C02300,2024-02-25,1107.18,Shipped
O03274,C03223,2024-01-24,195.93,Shipped
O03275,C03139,2024-09-09,932.44,Returned
O03276,C02316,2023-08-16,1161.84,Cancelled
O03277,C00869,2024-06-09,1279.96,Shipped
O03278,C02306,2024-05-18,1049.32,Returned
O03279,C03538,2023-06-11,1263.64,Shipped
O03280,C04869,2023-11-19,1126.99,Returned
O03281,C02951,2023-08-14,509.19,Cancelled
O03282,C01520,2023-09-03,975.85,Returned
O03283,C00863,2024-12-14,529.13,Returned
O03284,C01111,2023-06-18,555.9,Shipped
O03285,C02799,2024-12-20,449.16,Cancelled
O03286,C04763,2024-03-16,1026.94,Cancelled
O03287,C03539,2025-03-13,465.06,Returned
O03288,C01316,2023-12-01,455.34,Shipped
O03289,C04456,2024-08-14,752.41,Returned
O03290,C01600,2023-12-03,1372.91,Delivered
O03291,C02254,2024-11-09,539.74,Delivered
O03292,C03082,2024-01-29,823.2,Shipped
O03293,C03768,2024-01-29,51.99,Shipped
O03294,C00598,2023-07-06,1242.56,Returned
O03295,C00771,2024-01-26,578.93,Returned
O03296,C04712,2023-08-29,824.57,Delivered
O03297,C02345,2025-01-26,161.44,Cancelled
O03298,C00504,2023-05-02,667.13,Cancelled
O03299,C04844,2024-02-06,1263.16,Returned
O03300,C04883,2023-11-01,998.23,Delivered
O03301,C03751,2025-02-10,794.93,Delivered
O03302,C01016,2024-03-09,2040.96,Shipped
O03303,C01201,2024-12-04,810.59,Delivered
O03304,C04196,2024-07-10,295.26,Returned
O03305,C00651,2023-08-24,797.72,Delivered
O03306,C03161,2023-12-15,668.4,Delivered
O03307,C00833,2025-02-24,569.16,Delivered
O03308,C00760,2024-12-23,590.91,Returned
O03309,C00590,2024-08-19,827.92,Returned
O03310,C03850,2023-08-17,352.27,Returned
O03311,C02309,2023-11-29,237.89,Delivered
O03312,C03620,2024-11-14,46.6,Returned
O03313,C04044,2024-07-13,965.93,Delivered
O03314,C03963,2023-04-18,490.8,Shipped
O03315,C03515,2024-01-25,901.99,Returned
O03316,C02205,2024-05-19,341.46,Shipped
O03317,C02068,2023-12-22,219.54,Cancelled
O03318,C01486,2024-09-08,655.18,Returned
O03319,C04319,2025-01-17,964.97,Returned
O03320,C00914,2024-10-15,513.95,Delivered
O03321,C02942,2023-07-01,236.46,Shipped
O03322,C03206,2024-05-15,496.32,Shipped
O03323,C01493,2023-06-28,1093.81,Shipped
O03324,C04511,2024-01-09,290.11,Shipped
O03325,C00826,2023-12-18,555.89,Delivered
O03326,C03721,2024-11-03,147.27,Delivered
O03327,C03832,2023-08-06,969.29,Delivered
O03328,C03221,2023-06-24,490.68,Shipped
O03329,C02666,2025-03-19,879.9,Returned
O03330,C03750,2024-04-29,1082.19,Delivered
O03331,C02989,2024-05-01,1292.23,Shipped
O03332,C03992,2024-07-01,170.5,Shipped
O03333,C04279,2024-03-05,935.45,Returned
O03334,C00485,2024-02-21,1208.48,Cancelled
O03335,C04548,2024-02-26,433.83,Cancelled
O03336,C00649,2023-05-07,1103.06,Cancelled
O03337,C03905,2024-03-22,781.65,Shipped
O03338,C02344,2023-08-30,176.21,Returned
O03339,C00918,2024-02-18,440.31,Delivered
O03340,C03197,2023-10-10,431.49,Returned
O03341,C01396,2024-04-06,384.34,Delivered
O03342,C03141,2024-03-29,332.64,Cancelled
O03343,C03811,2024-12-23,1122.32,Cancelled
O03344,C02798,2025-02-28,71.64,Shipped
O03345,C02879,2024-08-23,552.72,Cancelled
O03346,C01825,2023-09-13,796.41,Cancelled
O03347,C03302,2025-03-28,941.04,Cancelled
O03348,C01781,2024-01-24,430.99,Delivered
O03349,C03449,2024-10-19,10.7,Shipped
O03350,C00877,2023-05-20,391.95,Shipped
O03351,C02947,2023-11-11,226.41,Delivered
O03352,C01658,2024-02-22,969.98,Delivered
O03353,C01422,2023-05-31,873.59,Shipped
O03354,C01320,2024-07-30,146.27,Shipped
O03355,C00074,2024-07-21,820.57,Delivered
O03356,C03776,2025-03-13,158.21,Delivered
O03357,C00122,2024-10-04,246.86,Returned
O03358,C04741,2023-05-25,372.38,Returned
O03359,C04043,2024-08-05,23.98,Cancelled
O03360,C01258,2024-08-17,486.44,Cancelled
O03361,C00389,2023-06-28,265.26,Cancelled
O03362,C02566,2023-05-28,691.39,Returned
O03363,C02184,2024-04-03,1811.22,Shipped
O03364,C04954,2024-07-19,495.0,Shipped
O03365,C03491,2025-03-02,1100.74,Cancelled
O03366,C01937,2023-08-31,139.02,Returned
O03367,C04770,2023-04-18,554.41,Delivered
O03368,C03939,2024-06-30,183.35,Delivered
O03369,C02983,2023-05-15,1030.28,Delivered
O03370,C02758,2023-10-05,430.12,Delivered
O03371,C01300,2024-12-17,881.71,Shipped
O03372,C03744,2023-05-08,519.02,Delivered
O03373,C00671,2024-08-11,243.43,Cancelled
O03374,C00872,2024-06-23,1382.73,Shipped
O03375,C03047,2023-07-01,883.64,Cancelled
O03376,C01621,2024-06-28,366.69,Delivered
O03377,C04601,2024-01-13,165.96,Shipped
O03378,C01914,2023-06-30,322.49,Delivered
O03379,C02255,2024-07-28,646.05,Returned
O03380,C02919,2025-03-01,751.4,Shipped
O03381,C01722,2024-02-01,255.84,Cancelled
O03382,C04908,2024-02-24,32.02,Shipped
O03383,C03472,2023-05-28,395.16,Returned
O03384,C02596,2023-10-21,1107.66,Returned
O03385,C04831,2023-08-25,202.66,Returned
O03386,C01884,2024-08-05,304.87,Delivered
O03387,C04448,2023-08-12,738.01,Cancelled
O03388,C03953,2025-02-11,172.81,Shipped
O03389,C00222,2023-09-12,171.27,Delivered
O03390,C04772,2024-03-06,1693.99,Shipped
O03391,C04845,2024-09-11,186.88,Cancelled
O03392,C03166,2023-06-17,754.32,Delivered
O03393,C03322,2025-03-07,1517.42,Cancelled
O03394,C02596,2024-12-13,713.38,Returned
O03395,C01577,2024-01-28,993.18,Cancelled
O03396,C01403,2024-08-08,479.53,Shipped
O03397,C04062,2024-07-22,481.32,Shipped
O03398,C03011,2024-12-29,1356.75,Shipped
O03399,C03359,2025-01-13,270.72,Delivered
O03400,C01170,2024-12-06,1408.84,Cancelled
O03401,C02868,2024-07-06,746.7,Shipped
O03402,C03706,2023-04-12,615.14,Shipped
O03403,C02522,2023-11-15,88.11,Cancelled
O03404,C04848,2024-12-29,894.06,Delivered
O03405,C04867,2023-10-25,627.45,Cancelled
O03406,C01127,2024-09-17,308.37,Delivered
O03407,C03066,2024-01-13,621.42,Cancelled
O03408,C00557,2025-02-14,1225.22,Delivered
O03409,C02159,2024-09-04,301.8,Returned
O03410,C04504,2024-09-02,1895.64,Delivered
O03411,C02501,2024-06-13,417.75,Delivered
O03412,C04920,2023-11-22,785.47,Returned
O03413,C00827,2024-07-07,419.58,Cancelled
O03414,C00992,2024-09-17,127.61,Delivered
O03415,C01346,2024-04-25,967.92,Delivered
O03416,C01561,2023-09-02,315.99,Shipped
O03417,C01160,2024-11-12,23.0,Shipped
O03418,C02000,2024-08-19,381.69,Shipped
O03419,C02129,2023-04-21,624.72,Cancelled
O03420,C00431,2024-09-21,710.47,Returned
O03421,C00685,2024-04-09,1185.19,Cancelled
O03422,C03777,2024-05-02,1138.37,Delivered
O03423,C04113,2023-09-14,471.53,Delivered
O03424,C03761,2024-11-26,498.48,Returned
O03425,C04515,2024-05-06,642.03,Returned
O03426,C02032,2024-12-14,515.77,Shipped
O03427,C00107,2024-10-18,576.0,Shipped
O03428,C02405,2023-06-21,278.6,Returned
O03429,C04541,2023-10-08,1628.0,Returned
O03430,C00478,2025-01-08,394.12,Shipped
O03431,C00868,2023-04-29,662.5,Delivered
O03432,C03343,2023-10-11,578.28,Delivered
O03433,C04100,2025-03-04,1399.89,Returned
O03434,C02759,2024-06-23,190.41,Cancelled
O03435,C02385,2023-09-07,634.97,Delivered
O03436,C04321,2024-12-13,1220.8,Shipped
O03437,C04626,2025-02-20,894.3,Returned
O03438,C03497,2025-01-11,1012.25,Delivered
O03439,C02368,2023-06-24,963.9,Delivered
O03440,C02769,2025-02-26,697.99,Returned
O03441,C01259,2024-06-17,329.93,Returned
O03442,C01714,2024-07-18,282.92,Returned
O03443,C03088,2024-12-20,378.72,Delivered
O03444,C04834,2023-12-27,344.56,Cancelled
O03445,C04013,2023-12-20,317.03,Cancelled
O03446,C03816,2025-03-16,16.26,Delivered
O03447,C01622,2023-11-15,1298.23,Returned
O03448,C00915,2023-11-06,1470.53,Returned
O03449,C00601,2024-03-23,1038.88,Delivered
O03450,C04998,2024-04-03,490.41,Returned
O03451,C04323,2023-11-02,64.76,Delivered
O03452,C00523,2024-01-17,325.88,Returned
O03453,C03664,2024-01-03,338.03,Returned
O03454,C01805,2024-11-13,1167.65,Cancelled
O03455,C02963,2024-03-12,866.64,Delivered
O03456,C02011,2023-06-03,260.87,Delivered
O03457,C02913,2024-04-30,1046.22,Shipped
O03458,C02513,2025-02-15,1039.62,Cancelled
O03459,C03447,2024-01-07,46.11,Delivered
O03460,C03212,2024-07-27,923.97,Cancelled
O03461,C04513,2024-04-10,361.53,Delivered
O03462,C02488,2024-09-24,676.18,Shipped
O03463,C01710,2023-05-14,414.96,Cancelled
O03464,C03962,2024-07-06,307.52,Cancelled
O03465,C00436,2024-05-13,479.93,Returned
O03466,C04040,2024-02-15,1254.76,Returned
O03467,C02391,2024-04-16,754.84,Shipped
O03468,C01332,2023-10-18,1013.87,Delivered
O03469,C04733,2024-09-02,1532.14,Returned
O03470,C04141,2024-05-17,1244.92,Returned
O03471,C01225,2023-06-25,896.14,Returned
O03472,C04180,2023-10-10,623.41,Shipped
O03473,C01500,2025-02-04,320.58,Delivered
O03474,C00500,2024-11-12,843.09,Cancelled
O03475,C04934,2025-01-24,635.14,Returned
O03476,C04876,2023-05-26,595.62,Delivered
O03477,C02887,2024-01-28,926.67,Delivered
O03478,C00292,2025-01-10,1228.31,Shipped
O03479,C00040,2023-06-30,361.94,Returned
O03480,C04199,2024-03-18,345.72,Delivered
O03481,C03662,2023-10-16,1163.71,Returned
O03482,C04928,2024-08-09,568.44,Shipped
O03483,C04140,2023-10-26,648.37,Shipped
O03484,C03403,2024-03-06,246.91,Cancelled
O03485,C01529,2023-07-04,890.25,Shipped
O03486,C03005,2024-10-17,1302.01,Returned
O03487,C03278,2024-07-28,852.1,Returned
O03488,C01413,2024-01-15,834.65,Returned
O03489,C02707,2023-09-08,653.93,Cancelled
O03490,C04924,2024-08-18,251.47,Delivered
O03491,C03159,2024-10-28,693.17,Cancelled
O03492,C04813,2024-10-21,1346.16,Delivered
O03493,C00379,2024-05-25,1111.33,Returned
O03494,C02713,2023-10-29,889.04,Cancelled
O03495,C03349,2023-08-23,1219.6,Returned
O03496,C03271,2025-03-22,182.54,Returned
O03497,C03615,2023-07-09,654.0,Shipped
O03498,C01568,2025-01-21,736.43,Shipped
O03499,C00455,2024-05-02,1567.27,Delivered
O03500,C01357,2024-10-15,278.8,Returned
O03501,C03430,2024-10-02,1167.17,Returned
O03502,C01208,2024-01-20,1142.55,Returned
O03503,C03470,2024-06-15,418.22,Returned
O03504,C03189,2023-12-30,588.76,Shipped
O03505,C04725,2024-11-10,509.14,Cancelled
O03506,C00304,2024-03-18,883.24,Cancelled
O03507,C01996,2024-06-15,222.46,Returned
O03508,C04598,2024-10-14,603.95,Shipped
O03509,C04855,2025-04-05,498.21,Returned
O03510,C01783,2024-02-25,781.87,Returned
O03511,C01885,2024-08-07,322.18,Returned
O03512,C00254,2024-07-17,303.27,Shipped
O03513,C00448,2023-06-07,1028.39,Cancelled
O03514,C04086,2024-10-13,556.68,Delivered
O03515,C04818,2023-11-24,396.43,Returned
O03516,C01852,2023-11-26,810.8,Delivered
O03517,C04870,2024-02-02,1824.65,Shipped
O03518,C02530,2023-04-23,661.5,Returned
O03519,C01453,2024-10-29,811.13,Shipped
O03520,C00947,2024-03-04,762.89,Cancelled
O03521,C03126,2023-04-09,561.06,Shipped
O03522,C00120,2023-08-07,419.01,Returned
O03523,C01347,2024-10-03,259.29,Shipped
O03524,C00758,2025-01-02,962.6,Shipped
O03525,C00305,2023-07-04,770.09,Cancelled
O03526,C00439,2024-06-30,457.6,Delivered
O03527,C02294,2024-04-23,763.42,Shipped
O03528,C01247,2025-02-15,972.11,Returned
O03529,C01615,2024-06-01,954.41,Shipped
O03530,C03223,2023-06-19,784.23,Delivered
O03531,C04504,2023-06-18,1148.44,Returned
O03532,C02415,2024-04-27,1495.17,Delivered
O03533,C04607,2025-02-15,745.31,Cancelled
O03534,C02588,2023-10-18,646.59,Returned
O03535,C00044,2024-02-18,828.27,Delivered
O03536,C01130,2024-02-05,1187.16,Cancelled
O03537,C01405,2023-08-20,788.47,Shipped
O03538,C02984,2023-11-03,229.12,Delivered
O03539,C01963,2024-07-14,1259.89,Delivered
O03540,C00290,2024-10-21,513.58,Returned
O03541,C03602,2023-04-20,33.82,Delivered
O03542,C02010,2024-05-20,377.22,Cancelled
O03543,C03435,2024-02-11,353.9,Cancelled
O03544,C02251,2024-03-23,534.24,Delivered
O03545,C04326,2024-11-02,672.3,Shipped
O03546,C02155,2023-10-20,479.37,Cancelled
O03547,C01759,2024-02-22,176.74,Cancelled
O03548,C01036,2023-12-01,368.31,Delivered
O03549,C02291,2024-01-30,493.62,Cancelled
O03550,C01638,2024-08-04,70.72,Returned
O03551,C03005,2024-02-16,1038.46,Cancelled
O03552,C04265,2024-08-19,182.21,Cancelled
O03553,C00453,2025-02-19,1408.09,Shipped
O03554,C03033,2024-10-22,1223.32,Cancelled
O03555,C04963,2024-04-29,1608.31,Returned
O03556,C03786,2023-05-22,1021.93,Shipped
O03557,C01410,2023-04-27,377.67,Delivered
O03558,C00709,2024-11-20,439.25,Shipped
O03559,C03298,2024-03-21,369.48,Cancelled
O03560,C02796,2023-11-30,614.43,Delivered
O03561,C02377,2024-09-17,1269.14,Returned
O03562,C04944,2024-12-15,1464.37,Returned
O03563,C00814,2023-06-09,463.97,Cancelled
O03564,C01632,2024-02-06,915.14,Cancelled
O03565,C00874,2024-09-27,702.33,Shipped
O03566,C01852,2024-11-24,459.28,Returned
O03567,C00877,2024-09-22,690.14,Shipped
O03568,C01024,2024-06-20,1035.88,Delivered
O03569,C01395,2024-03-22,1107.02,Cancelled
O03570,C01112,2023-07-26,770.88,Cancelled
O03571,C00623,2023-06-17,905.26,Returned
O03572,C04357,2024-12-21,855.98,Shipped
O03573,C04842,2023-09-20,462.03,Shipped
O03574,C01033,2024-11-25,273.82,Returned
O03575,C00737,2025-03-04,542.97,Delivered
O03576,C00833,2024-03-20,82.98,Shipped
O03577,C03023,2024-04-03,607.42,Shipped
O03578,C00536,2023-04-11,90.29,Returned
O03579,C00438,2024-11-18,707.1,Returned
O03580,C02476,2024-09-03,197.68,Cancelled
O03581,C00602,2025-01-11,431.84,Delivered
O03582,C04865,2023-06-01,536.74,Shipped
O03583,C02117,2023-10-10,29.45,Returned
O03584,C03055,2025-01-05,739.89,Returned
O03585,C01076,2023-04-16,1011.09,Delivered
O03586,C02115,2024-04-10,173.8,Returned
O03587,C00448,2024-08-14,646.97,Shipped
O03588,C00899,2023-10-22,801.76,Returned
O03589,C04574,2024-02-08,1099.96,Cancelled
O03590,C03775,2024-06-16,743.56,Delivered
O03591,C00180,2023-04-16,1155.73,Cancelled
O03592,C01819,2024-01-22,1197.47,Cancelled
O03593,C00248,2025-02-01,772.41,Delivered
O03594,C02907,2023-04-23,112.48,Returned
O03595,C04075,2024-05-10,354.23,Delivered
O03596,C00369,2024-04-19,290.5,Shipped
O03597,C01832,2023-12-04,973.36,Returned
O03598,C03066,2024-12-11,1161.14,Returned
O03599,C02274,2025-01-03,558.36,Cancelled
O03600,C00198,2023-12-26,1303.35,Shipped
O03601,C00854,2024-02-20,848.73,Shipped
O03602,C04980,2023-11-20,1284.41,Returned
O03603,C04929,2024-07-06,512.43,Cancelled
O03604,C03445,2024-04-15,134.38,Delivered
O03605,C00869,2023-10-04,962.2,Returned
O03606,C01772,2024-01-30,1695.31,Delivered
